YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WD50M,WS50M
2017,8,28,14,28.9,85.75,4.71,300.33,5.11
2017,8,28,15,28.54,88.38,6.19,294.27,4.88
2017,8,28,16,28.05,91.06,6.44,288.77,4.66
2017,8,28,17,27.45,94,5.39,281.11,4.82
2017,8,28,18,26.83,95.69,4.36,278.81,5.46
2017,8,28,19,26.65,96,3.58,276.79,5.88
2017,8,28,20,26.61,96.19,3.01,271.07,6.27
2017,8,28,21,26.58,96.38,2.67,265.26,6.8
2017,8,28,22,26.61,96.38,3.11,261.84,7.37
2017,8,28,23,26.58,96.31,3.27,261.24,8
2017,8,29,0,26.4,96.12,2.97,262.56,8.38
2017,8,29,1,26.15,96,3.01,263.73,8.72
2017,8,29,2,25.87,95.81,2.92,265.42,8.7
2017,8,29,3,25.61,96,2.59,267.56,8.27
2017,8,29,4,25.45,96.31,2.45,270.82,7.67
2017,8,29,5,25.4,96.5,2.27,275.22,7.13
2017,8,29,6,25.53,96.38,1.18,279.13,6.99
2017,8,29,7,25.93,96,0.9,285.06,6.88
2017,8,29,8,26.55,95.38,0.24,289.24,6.69
2017,8,29,9,27.25,93.44,0.26,298.3,6.69
2017,8,29,10,27.94,91,0.32,311.03,5.75
2017,8,29,11,28.48,88.88,0.44,321.28,4.9
2017,8,29,12,28.8,88.12,0.61,331.52,4.29
2017,8,29,13,28.93,88.5,0.78,342.3,3.65
2017,8,29,14,28.83,90.25,0.93,346.83,3.26
2017,8,29,15,28.63,92.62,1.18,349.55,3.66
2017,8,29,16,28.35,94.25,1.47,354.54,4.6
2017,8,29,17,27.97,95.31,1.77,0.65,5.54
2017,8,29,18,27.56,95.94,2.01,352.88,6.43
2017,8,29,19,27.3,96.25,2.3,341.85,7.93
2017,8,29,20,27.02,96.38,2.52,333.57,8.81
2017,8,29,21,26.8,96.56,2.72,324.93,9.35
2017,8,29,22,26.62,96.62,2.71,314.93,9.68
2017,8,29,23,26.46,96.69,2.71,303.66,9.36
2017,8,30,0,26.31,96.62,2.87,290.07,9.17
2017,8,30,1,26.1,96.56,3.43,276.75,9.37
2017,8,30,2,25.91,96.25,4.67,266.14,9.51
2017,8,30,3,25.76,96,5.26,256.54,9.74
2017,8,30,4,25.64,95.44,4.95,249.43,10.63
2017,8,30,5,25.51,94.88,4.15,244.13,10.96
2017,8,30,6,25.48,94.62,2.92,237.99,10.79
2017,8,30,7,25.77,93.56,1.54,233.29,11.3
2017,8,30,8,26.32,91.5,0.83,230.52,12.46
2017,8,30,9,26.9,88.06,0.29,229.78,13.91
2017,8,30,10,27.32,85.31,0.26,228.88,14.52
2017,8,30,11,27.55,84,0.31,227.13,14.44
2017,8,30,12,27.59,83.56,0.35,224.6,14.12
2017,8,30,13,27.51,84.06,0.36,221.11,13.67
2017,8,30,14,27.27,85.25,0.39,218.37,13.35
2017,8,30,15,26.9,87.06,0.32,216.64,12.73
2017,8,30,16,26.39,89.31,0.37,215.17,11.77
2017,8,30,17,25.74,91,0.35,215.31,11.19
2017,8,30,18,25.12,92.19,0.24,214.86,10.73
2017,8,30,19,24.81,93.19,0.14,212.29,9.77
2017,8,30,20,24.65,93.94,0.11,206.25,8.78
2017,8,30,21,24.59,94.19,0.11,199.36,8.27
2017,8,30,22,24.57,93.88,0.14,195.63,8.47
2017,8,30,23,24.4,94.75,0.16,188.21,7.99
2017,8,31,0,24.19,96.06,0.17,179.59,7.69
2017,8,31,1,24.07,96.5,0.16,174.17,7.62
2017,8,31,2,23.98,96.56,0.14,172.48,7.64
2017,8,31,3,23.98,96.44,0.12,176.26,7.92
2017,8,31,4,24.06,96.31,0.11,180.72,8.09
2017,8,31,5,24.15,96.25,0.13,185,8.25
2017,8,31,6,24.76,95.06,0.14,190.54,8.42
2017,8,31,7,26.08,92.56,0.15,195.47,8.35
2017,8,31,8,27.48,87.31,0.2,205.2,9.54
2017,8,31,9,28.48,82.12,0.21,210.95,10.24
2017,8,31,10,29.11,79.31,0.18,213.62,10.41
2017,8,31,11,29.41,78.38,0.16,214.95,10.42
2017,8,31,12,29.51,78,0.16,216.34,10.38
2017,8,31,13,29.4,78.19,0.14,217.68,10.24
2017,8,31,14,29.08,78.94,0.12,219.23,10.06
2017,8,31,15,28.58,80.44,0.1,220.57,9.79
2017,8,31,16,27.87,83.06,0.1,220.63,9.27
2017,8,31,17,26.89,87.88,0.06,219.09,8.38
2017,8,31,18,25.83,92.5,0.04,216.13,8.03
2017,8,31,19,25.43,94,0.04,212.89,8.11
2017,8,31,20,25.29,94.44,0.04,209.11,7.87
2017,8,31,21,25.13,94.94,0.04,204.9,7.44
2017,8,31,22,24.98,95.31,0.03,202.94,7.3
2017,8,31,23,24.81,95.69,0.04,203,7.08
2017,9,1,0,24.65,96.06,0.06,202.88,6.85
2017,9,1,1,24.51,96.5,0.07,201.44,6.61
2017,9,1,2,24.39,96.69,0.08,200.13,6.58
2017,9,1,3,24.3,96.75,0.06,201.51,6.73
2017,9,1,4,24.26,96.44,0.05,206.62,7.1
2017,9,1,5,24.19,96.44,0.04,208.43,7.07
2017,9,1,6,24.69,95.25,0.03,208.03,6.7
2017,9,1,7,25.88,91.88,0.04,208.72,6.41
2017,9,1,8,27.21,84.88,0.03,213.49,7.31
2017,9,1,9,28.31,79.25,0.03,214.18,7.59
2017,9,1,10,29.01,76.38,0.03,213.61,7.66
2017,9,1,11,29.48,74.81,0.03,213.34,7.85
2017,9,1,12,29.77,73.75,0.04,213.57,8.08
2017,9,1,13,29.84,73.5,0.04,214.05,8.23
2017,9,1,14,29.6,74.31,0.03,215.13,8.21
2017,9,1,15,29.08,76.25,0.03,216.02,8.1
2017,9,1,16,28.27,79.75,0.02,215.82,7.8
2017,9,1,17,27.15,85.94,0.03,213.97,6.99
2017,9,1,18,25.8,92.62,0.02,210.14,6.68
2017,9,1,19,25.35,94.06,0.03,205.11,6.74
2017,9,1,20,25.21,94.56,0.04,199.22,6.69
2017,9,1,21,25.05,95.12,0.05,197.19,6.71
2017,9,1,22,24.87,95.62,0.05,197.93,6.7
2017,9,1,23,24.71,96.06,0.06,199.77,6.56
2017,9,2,0,24.57,96.31,0.07,202.69,6.42
2017,9,2,1,24.44,96.44,0.07,205.87,6.32
2017,9,2,2,24.37,96.44,0.07,208.49,6.36
2017,9,2,3,24.3,96.44,0.06,209.56,6.49
2017,9,2,4,24.24,96.38,0.06,209.7,6.57
2017,9,2,5,24.18,96.44,0.06,209.17,6.6
2017,9,2,6,24.69,95.31,0.07,207.82,6.38
2017,9,2,7,25.9,91.69,0.1,208.78,6.25
2017,9,2,8,27.26,84.75,0.15,214.17,6.79
2017,9,2,9,28.26,80.12,0.14,216.63,6.72
2017,9,2,10,28.87,77.62,0.12,218.92,6.63
2017,9,2,11,29.28,75.94,0.17,220.99,6.56
2017,9,2,12,29.54,75.12,0.2,223.58,6.48
2017,9,2,13,29.61,75.12,0.19,226.2,6.31
2017,9,2,14,29.48,75.69,0.13,227.74,6.24
2017,9,2,15,29.12,76.88,0.09,227.87,6.29
2017,9,2,16,28.49,79.5,0.07,225.96,6.27
2017,9,2,17,27.41,85.81,0.08,222.5,5.94
2017,9,2,18,26.02,92.88,0.07,218.97,6
2017,9,2,19,25.55,94.31,0.07,214.62,6.38
2017,9,2,20,25.3,95.19,0.07,210.98,6.41
2017,9,2,21,25.09,95.88,0.07,209.27,6.36
2017,9,2,22,24.96,96.12,0.09,210.27,6.32
2017,9,2,23,24.83,96.44,0.13,213.17,6.17
2017,9,3,0,24.74,96.62,0.17,216.46,5.92
2017,9,3,1,24.65,96.75,0.18,218.92,5.63
2017,9,3,2,24.58,96.75,0.17,218.39,5.47
2017,9,3,3,24.48,96.88,0.14,215.07,5.51
2017,9,3,4,24.41,96.75,0.13,212,5.65
2017,9,3,5,24.35,96.69,0.11,209.55,5.85
2017,9,3,6,24.83,95.44,0.12,207.33,5.79
2017,9,3,7,25.85,92.31,0.16,208.27,5.87
2017,9,3,8,26.97,86.69,0.21,213.57,6.44
2017,9,3,9,27.95,81.75,0.27,217.89,6.56
2017,9,3,10,28.6,78.88,0.28,222.28,6.63
2017,9,3,11,29.08,77.44,0.31,227.54,6.74
2017,9,3,12,29.37,76.5,0.29,232.75,6.8
2017,9,3,13,29.39,76.31,0.22,237.19,6.8
2017,9,3,14,28.91,77.62,0.14,239.83,6.73
2017,9,3,15,28.29,79.62,0.09,240.48,6.58
2017,9,3,16,27.46,83.12,0.04,238.81,6.2
2017,9,3,17,26.58,88.06,0.03,234.19,5.64
2017,9,3,18,25.58,92.81,0.05,228.83,5.63
2017,9,3,19,25.2,93.94,0.1,224.29,5.77
2017,9,3,20,24.98,94.5,0.1,222.04,5.99
2017,9,3,21,24.86,94.75,0.17,222.37,6.25
2017,9,3,22,24.75,95.25,0.15,223.48,6.24
2017,9,3,23,24.67,95.5,0.08,227.73,6.26
2017,9,4,0,24.58,95.81,0.07,233.5,6.13
2017,9,4,1,24.47,96.12,0.08,238.98,5.81
2017,9,4,2,24.3,96.62,0.09,242.66,5.39
2017,9,4,3,24.12,97.06,0.08,245.14,4.94
2017,9,4,4,23.96,97.38,0.08,246.67,4.46
2017,9,4,5,23.76,97.5,0.07,247.53,4.11
2017,9,4,6,24.65,95.38,0.08,248.29,3.76
2017,9,4,7,25.99,89.88,0.11,253.65,3.66
2017,9,4,8,27.26,83.25,0.05,256.22,3.77
2017,9,4,9,28.33,78.19,0.05,256.85,3.67
2017,9,4,10,29.19,74.94,0.04,257.55,3.7
2017,9,4,11,29.77,72.81,0.02,258.6,3.83
2017,9,4,12,30.17,71.44,0.02,261.79,4.05
2017,9,4,13,30.29,71.06,0.01,266.26,4.19
2017,9,4,14,30.13,71.44,0.01,269.04,4.18
2017,9,4,15,29.71,72.44,0,267.66,4.03
2017,9,4,16,29.01,74.75,0,261.17,3.82
2017,9,4,17,27.89,80.62,0,250.35,3.83
2017,9,4,18,26.23,89.88,0,239.18,4.28
2017,9,4,19,25.5,92.25,0,232.73,4.93
2017,9,4,20,25.08,93.19,0,229.97,5.3
2017,9,4,21,24.76,94.19,0,229.3,5.45
2017,9,4,22,24.52,95,0,229.57,5.48
2017,9,4,23,24.33,95.81,0.01,230.58,5.4
2017,9,5,0,24.15,96.62,0.03,232.84,5.23
2017,9,5,1,24.12,97,0.04,236.13,4.86
2017,9,5,2,24.04,97.56,0.05,242.37,4.5
2017,9,5,3,23.97,97.81,0.07,251.4,4.31
2017,9,5,4,23.9,98,0.06,259.79,4.14
2017,9,5,5,23.83,98.12,0.05,268.27,4.14
2017,9,5,6,24.64,96,0.05,277.08,4.12
2017,9,5,7,25.8,91.25,0.05,284.88,4.26
2017,9,5,8,26.91,85.12,0,286.69,4.38
2017,9,5,9,28.05,79.5,0.01,284.47,4.22
2017,9,5,10,28.97,75.5,0.01,280.88,4.1
2017,9,5,11,29.68,72.38,0.01,276.03,4.24
2017,9,5,12,29.86,71.19,0,272.78,4.51
2017,9,5,13,29.83,71.06,0,271.13,4.76
2017,9,5,14,29.58,71.69,0,270.46,4.88
2017,9,5,15,29.21,72.69,0,269.25,4.76
2017,9,5,16,28.46,75.62,0,266.3,4.6
2017,9,5,17,27.3,81.75,0,260.45,4.38
2017,9,5,18,25.6,91.12,0,249.55,4.36
2017,9,5,19,24.89,93.19,0,239.59,4.58
2017,9,5,20,24.48,94.19,0,229.49,4.87
2017,9,5,21,24.19,95.06,0,221.79,5.23
2017,9,5,22,23.99,96.19,0,218.54,5.45
2017,9,5,23,23.85,97.12,0,217.15,5.46
2017,9,6,0,23.76,97.94,0,217.54,5.32
2017,9,6,1,23.69,98.62,0,219.14,5.09
2017,9,6,2,23.66,98.94,0,224.14,4.77
2017,9,6,3,23.62,98.88,0.01,231.09,4.53
2017,9,6,4,23.58,98.75,0.01,238.02,4.44
2017,9,6,5,23.53,98.75,0,243.95,4.3
2017,9,6,6,24.48,95.56,0.01,249.77,4.02
2017,9,6,7,25.76,90.06,0,258.81,3.7
2017,9,6,8,26.53,86,0.1,266.8,3.64
2017,9,6,9,27.71,81,0.13,268.41,3.38
2017,9,6,10,28.83,76.19,0.07,269.31,3.26
2017,9,6,11,29.63,72.94,0.08,270,3.3
2017,9,6,12,30.29,70.25,0.06,271.32,3.38
2017,9,6,13,30.69,68,0.05,274.52,3.47
2017,9,6,14,30.59,67.38,0.04,278.52,3.59
2017,9,6,15,30.11,68.31,0.02,280.58,3.62
2017,9,6,16,29.32,71.62,0.01,280.27,3.64
2017,9,6,17,28.06,77.88,0,276.62,3.66
2017,9,6,18,26.15,88.94,0,270.45,3.99
2017,9,6,19,25.33,91.44,0,265.54,4.22
2017,9,6,20,24.84,92.62,0,259.29,4.08
2017,9,6,21,24.45,93.44,0,251.42,3.85
2017,9,6,22,24.08,94.25,0,243.82,3.65
2017,9,6,23,23.79,95.06,0,237.95,3.47
2017,9,7,0,23.55,95.81,0,234.01,3.24
2017,9,7,1,23.4,96.5,0,230.94,2.94
2017,9,7,2,23.42,96.38,0,231.88,2.44
2017,9,7,3,23.58,95.56,0,234.72,1.8
2017,9,7,4,23.84,94.31,0,236.82,1.21
2017,9,7,5,23.8,94.38,0,260.09,0.82
2017,9,7,6,24.31,94.56,0,307.15,0.97
2017,9,7,7,26.04,88.44,0.01,326.61,2.09
2017,9,7,8,27.55,81.44,0.01,341.82,2.18
2017,9,7,9,28.8,74.75,0.01,352.45,1.84
2017,9,7,10,29.74,70.56,0,348.85,1.62
2017,9,7,11,30.45,68.06,0,338,1.67
2017,9,7,12,31.02,66.38,0,331.57,1.94
2017,9,7,13,31.3,65.44,0,331.2,2.24
2017,9,7,14,31.33,64.94,0,333.2,2.6
2017,9,7,15,31.13,65.38,0,334.41,2.88
2017,9,7,16,30.59,68.38,0,335.51,3
2017,9,7,17,29.63,72.06,0,337.53,2.98
2017,9,7,18,27.76,84.69,0,330.77,3.31
2017,9,7,19,26.96,86.56,0,328.55,3.65
2017,9,7,20,26.4,87.5,0,329.08,3.77
2017,9,7,21,25.94,88.56,0,329.95,3.79
2017,9,7,22,25.53,89.62,0,331.78,3.75
2017,9,7,23,25.19,90.44,0,335.13,3.66
2017,9,8,0,24.89,91.12,0,340.77,3.39
2017,9,8,1,24.64,91.62,0,349.54,3.01
2017,9,8,2,24.44,92.31,0,359.51,2.76
2017,9,8,3,24.16,93.06,0,8.15,2.7
2017,9,8,4,23.94,93.44,0,16.61,2.49
2017,9,8,5,23.75,93.75,0,25.91,2.13
2017,9,8,6,24.31,93.25,0,33.69,1.94
2017,9,8,7,26.16,84.06,0,18.63,2.15
2017,9,8,8,28.05,75,0,16.02,2.58
2017,9,8,9,29.33,70.31,0,17.49,2.55
2017,9,8,10,30.43,66.31,0.01,13.69,2.21
2017,9,8,11,31.26,63.75,0.02,2.66,1.85
2017,9,8,12,31.83,62.44,0.02,345.18,1.8
2017,9,8,13,32.07,61.81,0.03,332.35,2.04
2017,9,8,14,31.61,62.38,0.01,328.47,2.42
2017,9,8,15,31.23,63.88,0.01,330.81,2.9
2017,9,8,16,30.79,66.56,0.01,335.88,3.27
2017,9,8,17,29.57,71.38,0.01,339.83,3.42
2017,9,8,18,27.81,84.62,0.01,337.91,3.72
2017,9,8,19,27.12,86.25,0,339.57,3.89
2017,9,8,20,26.66,87.06,0,343.71,3.76
2017,9,8,21,26.34,87.5,0,348.05,3.43
2017,9,8,22,26.12,87.62,0,350.22,2.99
2017,9,8,23,25.94,86.94,0,349.01,2.5
2017,9,9,0,25.8,85.69,0,347.16,2
2017,9,9,1,25.62,85.06,0,349.8,1.5
2017,9,9,2,25.29,86,0,2.43,1.29
2017,9,9,3,24.87,88,0,20.16,1.47
2017,9,9,4,24.36,90.88,0,36.24,1.85
2017,9,9,5,23.87,93.5,0,46.92,2.31
2017,9,9,6,24.51,93.06,0,51.13,2.69
2017,9,9,7,26.03,85.75,0,41.8,2.67
2017,9,9,8,28.05,76.69,0,32.34,2.85
2017,9,9,9,29.78,70.62,0,34.38,2.7
2017,9,9,10,31.06,67.12,0,32.91,2.21
2017,9,9,11,31.87,65.44,0,18.27,1.74
2017,9,9,12,32.35,64.44,0,355.09,1.73
2017,9,9,13,32.48,64.38,0,340,2.08
2017,9,9,14,32.28,65.19,0,330.71,2.71
2017,9,9,15,31.77,67.62,0,327.06,3.46
2017,9,9,16,31.08,71,0,327.79,4.02
2017,9,9,17,29.86,76.5,0,328.91,4.25
2017,9,9,18,28.15,87,0,327.91,4.28
2017,9,9,19,27.57,88.44,0,329.34,4.01
2017,9,9,20,27.27,88.94,0,333.79,3.41
2017,9,9,21,27.12,88.38,0,339.64,2.72
2017,9,9,22,27.14,86.38,0,344.21,2.04
2017,9,9,23,27.12,85,0,344.38,1.51
2017,9,10,0,26.98,85.12,0.01,335.3,1.18
2017,9,10,1,26.66,86.81,0.03,314.17,1.14
2017,9,10,2,26.19,89.69,0.12,299.57,1.27
2017,9,10,3,25.69,92.19,0.47,290.82,1.19
2017,9,10,4,25.15,94.69,0.98,286.61,0.93
2017,9,10,5,24.95,95.81,1.08,281.74,0.61
2017,9,10,6,25,95.44,1.12,43.88,0.28
2017,9,10,7,25.55,91.94,0.97,54.01,0.92
2017,9,10,8,26.74,86.81,1.19,53.28,1.84
2017,9,10,9,27.7,82.25,0.57,58.44,1.93
2017,9,10,10,28.56,79.19,0.25,56.31,1.3
2017,9,10,11,29.55,75.88,0.12,29.91,0.66
2017,9,10,12,30.27,73.69,0.09,328.5,0.85
2017,9,10,13,30.75,72.31,0.09,315,1.54
2017,9,10,14,30.76,72.56,0.08,316.92,2.14
2017,9,10,15,30.44,74.5,0.07,322.71,2.55
2017,9,10,16,29.99,77.81,0.05,329.09,2.77
2017,9,10,17,29.16,81.81,0.06,337.07,2.81
2017,9,10,18,27.81,90.19,0.05,339.22,3.08
2017,9,10,19,27.37,90.88,0.04,343.21,3.19
2017,9,10,20,27.14,91.19,0.04,347.28,2.98
2017,9,10,21,27.02,90.81,0.04,350.83,2.5
2017,9,10,22,26.98,89.5,0.04,354.38,1.92
2017,9,10,23,26.98,87.69,0.04,357.49,1.25
2017,9,11,0,26.9,86.75,0.03,356.67,0.67
2017,9,11,1,26.72,87.19,0.04,342.35,0.36
2017,9,11,2,26.37,89.12,0.08,355.6,0.51
2017,9,11,3,26.06,91.31,0.09,8.27,0.92
2017,9,11,4,25.76,93.69,0.14,18.65,1.34
2017,9,11,5,25.48,95.44,0.14,30.83,1.78
2017,9,11,6,25.85,95.25,0.15,41.78,2.26
2017,9,11,7,26.8,90.94,0.15,45,2.57
2017,9,11,8,28.06,86.44,0.05,48.13,2.83
2017,9,11,9,29.63,80.44,0.07,60.42,2.66
2017,9,11,10,31.09,75.12,0.07,78.15,2.13
2017,9,11,11,32.19,70.44,0.07,95.17,1.47
2017,9,11,12,32.69,67.25,0.06,100.19,0.71
2017,9,11,13,32.8,66.12,0.04,6.07,0.37
2017,9,11,14,32.68,66.81,0.04,334.98,1.16
2017,9,11,15,32.25,70.5,0.04,333.53,2.02
2017,9,11,16,31.82,72.88,0.04,341.23,2.5
2017,9,11,17,30.49,80,0.04,341.79,3.15
2017,9,11,18,28.92,89.12,0.04,341.36,4.06
2017,9,11,19,28.33,90.25,0.03,346.69,4.48
2017,9,11,20,27.97,91.19,0.02,355.02,4.32
2017,9,11,21,27.7,92,0.02,6.26,3.8
2017,9,11,22,27.48,92.69,0.03,20.46,3.29
2017,9,11,23,27.26,93.19,0.03,36.24,2.97
2017,9,12,0,27.03,93.62,0.04,55.32,2.9
2017,9,12,1,26.82,93.88,0.06,74.94,2.98
2017,9,12,2,26.6,94.06,0.06,87.85,3.12
2017,9,12,3,26.37,94.12,0.07,96.86,3.2
2017,9,12,4,26.15,94.19,0.07,107.73,3.23
2017,9,12,5,25.93,94.31,0.07,117.86,3.24
2017,9,12,6,26.22,93.88,0.07,124.42,3.07
2017,9,12,7,27.11,88.69,0.07,126.68,2.33
2017,9,12,8,28.8,81.06,0.1,139.18,1.74
2017,9,12,9,31.12,69.88,0.11,166.31,1.58
2017,9,12,10,32.23,65.81,0.1,183.53,1.27
2017,9,12,11,32.71,64.25,0.09,203.55,1
2017,9,12,12,32.9,63.5,0.1,223.34,0.76
2017,9,12,13,32.94,63.31,0.08,251.79,0.63
2017,9,12,14,32.81,64,0.1,282.95,0.7
2017,9,12,15,32.61,65.69,0.12,303.56,0.98
2017,9,12,16,32.36,66,0.15,315,1.09
2017,9,12,17,31.44,71.06,0.16,322.5,1.14
2017,9,12,18,30.29,79.38,0.15,327.23,1.49
2017,9,12,19,29.79,80.44,0.14,338.3,1.56
2017,9,12,20,29.46,80.75,0.16,4.97,1.44
2017,9,12,21,28.91,83.06,0.21,38.58,1.68
2017,9,12,22,28.23,86.56,0.22,61.64,2.12
2017,9,12,23,27.62,89.44,0.25,80.59,2.58
2017,9,13,0,27.09,91.25,0.29,98.84,3.05
2017,9,13,1,26.65,92.25,0.29,113.56,3.54
2017,9,13,2,26.3,92.75,0.26,127.98,3.89
2017,9,13,3,26.04,92.94,0.24,141.97,4.1
2017,9,13,4,25.76,93.12,0.25,152.58,4.22
2017,9,13,5,25.51,93.38,0.28,159.46,4.1
2017,9,13,6,26,92,0.23,161.08,3.78
2017,9,13,7,27.16,86.44,0.22,163.72,2.9
2017,9,13,8,29.07,79.19,0.41,185.74,1.72
2017,9,13,9,30.83,72.88,0.36,213.04,1.52
2017,9,13,10,31.69,70.31,0.34,232.35,1.73
2017,9,13,11,32.12,68.81,0.25,244.19,2.13
2017,9,13,12,32.31,68,0.31,252.11,2.59
2017,9,13,13,32.19,68.06,0.31,258.39,2.95
2017,9,13,14,31.73,69.25,0.32,265.17,3.15
2017,9,13,15,31.3,70.81,0.27,272.1,3.2
2017,9,13,16,30.62,74.06,0.24,276.2,3.11
2017,9,13,17,29.6,78.62,0.18,276.81,2.83
2017,9,13,18,28.17,88.81,0.13,272.52,2.67
2017,9,13,19,27.63,90.69,0.09,266.54,2.46
2017,9,13,20,27.31,91.38,0.08,254.88,2.31
2017,9,13,21,26.96,92.25,0.07,239.86,2.41
2017,9,13,22,26.59,93.5,0.07,225.91,2.78
2017,9,13,23,26.27,94.56,0.09,216.82,3.38
2017,9,14,0,26.04,95.19,0.1,213.37,3.86
2017,9,14,1,25.89,95.75,0.12,214.38,4.14
2017,9,14,2,25.74,96.25,0.13,216.74,4.19
2017,9,14,3,25.61,96.62,0.11,218.13,4.11
2017,9,14,4,25.51,96.81,0.11,217.93,4.04
2017,9,14,5,25.42,97,0.14,219.72,4.02
2017,9,14,6,25.93,95.88,0.17,223.51,3.84
2017,9,14,7,27.03,91.88,0.23,234.68,3.35
2017,9,14,8,28.13,86.56,0.38,250.11,3.31
2017,9,14,9,29.19,80.75,0.32,260.16,3.34
2017,9,14,10,29.88,77.38,0.31,268.48,3.54
2017,9,14,11,30.32,75.44,0.25,275.32,3.88
2017,9,14,12,30.51,74.12,0.15,281.17,4.32
2017,9,14,13,30.55,73.38,0.1,285.4,4.62
2017,9,14,14,30.37,73.31,0.09,287.36,4.74
2017,9,14,15,30.03,74.12,0.07,288.16,4.64
2017,9,14,16,29.44,77.19,0.07,285.43,4.29
2017,9,14,17,28.48,82.56,0.08,277.63,3.82
2017,9,14,18,27.08,91.38,0.13,262.46,3.51
2017,9,14,19,26.58,92.75,0.21,246.42,3.55
2017,9,14,20,26.19,93.75,0.26,234.39,3.82
2017,9,14,21,25.88,94.62,0.24,226.58,4.22
2017,9,14,22,25.63,95.44,0.28,222.73,4.59
2017,9,14,23,25.45,96.19,0.24,223.32,4.9
2017,9,15,0,25.31,96.94,0.25,227.34,5.01
2017,9,15,1,25.2,97.5,0.22,234.07,4.94
2017,9,15,2,25.08,97.69,0.18,243.39,4.88
2017,9,15,3,24.98,97.75,0.17,254.91,4.83
2017,9,15,4,24.82,97.81,0.14,266.62,4.63
2017,9,15,5,24.69,97.62,0.11,276.76,4.31
2017,9,15,6,25.34,96.19,0.09,285.05,3.97
2017,9,15,7,26.59,91.44,0.11,292.77,3.43
2017,9,15,8,27.64,85.06,0.22,297.01,3.15
2017,9,15,9,28.83,77.38,0.27,294.75,2.65
2017,9,15,10,29.76,72.75,0.26,281.04,2.28
2017,9,15,11,30.26,70.62,0.24,263.97,2.38
2017,9,15,12,30.49,69.81,0.2,253.84,2.86
2017,9,15,13,30.49,69.69,0.18,251.73,3.39
2017,9,15,14,30.24,70.38,0.14,254.8,3.9
2017,9,15,15,29.66,72.62,0.1,257.24,4.35
2017,9,15,16,28.87,76.5,0.09,255.49,4.55
2017,9,15,17,27.73,82.44,0.08,249.44,4.54
2017,9,15,18,26.12,90.94,0.06,240.14,4.74
2017,9,15,19,25.57,92.38,0.03,231.01,5.07
2017,9,15,20,25.22,93.06,0.02,222.97,5.15
2017,9,15,21,24.9,93.75,0.02,218.07,5.13
2017,9,15,22,24.64,94.25,0.01,214.94,5.16
2017,9,15,23,24.4,94.69,0.01,211.69,5.21
2017,9,16,0,24.26,95,0.01,209.65,5.26
2017,9,16,1,24.1,95.44,0.02,209.96,5.19
2017,9,16,2,23.94,96.06,0.02,211.64,5.02
2017,9,16,3,23.78,96.69,0.05,213.14,4.76
2017,9,16,4,23.66,97.25,0.09,213.86,4.43
2017,9,16,5,23.58,97.69,0.11,213.87,4.12
2017,9,16,6,24.56,95.88,0.17,214.98,3.84
2017,9,16,7,26.39,89.69,0.21,217.65,3.33
2017,9,16,8,27.88,83.19,0.28,220.96,3.29
2017,9,16,9,28.95,77.81,0.31,220.38,3.29
2017,9,16,10,29.8,74.06,0.35,224.15,3.35
2017,9,16,11,30.33,71.81,0.42,231.28,3.48
2017,9,16,12,30.65,70.5,0.48,238.57,3.63
2017,9,16,13,30.7,70,0.49,246.12,3.73
2017,9,16,14,30.5,70.56,0.42,250.61,3.72
2017,9,16,15,30.09,72,0.3,251.6,3.61
2017,9,16,16,29.4,75.75,0.24,248.6,3.53
2017,9,16,17,28.28,82,0.26,242.72,3.63
2017,9,16,18,26.83,90.88,0.23,236.55,4.05
2017,9,16,19,26.26,92.69,0.18,232.06,4.59
2017,9,16,20,25.9,93.56,0.2,227.82,5.05
2017,9,16,21,25.63,94.19,0.3,225.29,5.5
2017,9,16,22,25.45,94.81,0.33,223.97,5.82
2017,9,16,23,25.33,95.44,0.43,222.11,5.81
2017,9,17,0,25.19,96.25,0.54,219.96,5.22
2017,9,17,1,25.05,96.88,0.63,215.2,4.28
2017,9,17,2,24.97,97.06,0.64,207.67,3.97
2017,9,17,3,24.79,97.25,0.64,202.29,4.41
2017,9,17,4,24.63,97.56,0.64,198.14,4.37
2017,9,17,5,24.55,97.75,0.63,194.52,3.83
2017,9,17,6,25.12,96.62,0.64,191.59,3.42
2017,9,17,7,26.37,92.62,0.74,198.19,2.9
2017,9,17,8,27.89,86,0.51,217.59,2.74
2017,9,17,9,29.14,79.94,0.48,232.08,2.73
2017,9,17,10,30.02,76.19,0.47,245.09,2.91
2017,9,17,11,30.69,73.81,0.46,253.34,3.19
2017,9,17,12,31.1,71.81,0.41,261.21,3.53
2017,9,17,13,31.18,71.06,0.3,269.89,3.91
2017,9,17,14,30.77,72.81,0.26,276.99,4.23
2017,9,17,15,30.19,75.69,0.19,283.1,4.28
2017,9,17,16,29.57,79.19,0.17,287.54,4.1
2017,9,17,17,28.64,83.88,0.15,287.73,3.82
2017,9,17,18,27.47,91.38,0.15,279.77,3.59
2017,9,17,19,27.05,92.38,0.17,268.7,3.43
2017,9,17,20,26.77,93,0.17,253.37,3.22
2017,9,17,21,26.52,93.75,0.16,239.04,3.23
2017,9,17,22,26.25,94.62,0.17,228.43,3.51
2017,9,17,23,26.03,95.31,0.22,222.98,3.77
2017,9,18,0,25.91,95.81,0.33,220.45,3.97
